,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
43825,7,2,0,4,-1,0
43826,7,1,40,46,2,40000
43827,1,1,39,56,2,78000
43828,1,2,39,54,2,64000
43829,7,1,39,29,2,0
43830,7,2,43,21,2,20000
43831,7,2,43,55,2,85000
43832,1,1,46,41,2,110000
43833,1,2,44,38,2,55000
43834,7,1,0,7,-1,0
43835,1,1,40,51,2,100000
43836,1,2,41,43,2,55000
43837,7,2,40,20,2,5000
43838,7,2,37,17,2,4000
43839,7,2,0,12,-1,0
43840,7,1,39,57,2,0
43841,7,2,39,53,2,0
43842,6,2,40,23,1,13000
43843,5,2,40,27,2,0
43844,4,2,41,85,2,0
43845,1,2,43,52,2,0
43846,1,1,44,53,1,0
43847,1,2,39,46,2,41000
43848,1,1,39,52,2,41000
43849,7,1,39,28,2,37000
43850,7,1,39,23,2,38000
43851,5,1,40,55,2,45000
43852,5,2,41,64,2,31000
43853,4,1,43,61,2,24000
43854,7,1,39,52,2,30000
43855,7,2,37,17,2,0
43856,1,2,43,57,2,158000
43857,1,1,36,58,2,0
43858,4,2,43,62,2,74000
43859,1,1,37,47,2,48000
43860,1,2,39,45,2,0
43861,7,2,39,22,2,20000
43862,7,1,36,17,2,6000
43863,7,2,0,14,-1,0
43864,5,2,36,37,2,27000
43865,7,1,35,15,-1,0
43866,7,1,0,9,-1,0
43867,7,2,0,4,-1,0
43868,7,2,0,2,-1,0
43869,7,1,39,21,2,22000
43870,7,2,39,19,2,21000
43871,7,1,0,4,-1,0
43872,1,1,40,50,1,64000
43873,1,2,40,47,2,21000
43874,7,1,37,18,2,1500
43875,1,2,37,22,2,1300
43876,1,1,39,28,2,60000
43877,7,1,0,5,-1,0
43878,7,2,0,3,-1,0
43879,7,2,0,1,-1,0
43880,7,2,40,22,2,22360
43881,7,2,0,5,-1,0
43882,7,2,0,1,-1,0
43883,7,1,39,32,2,60000
43884,7,1,0,9,-1,0
43885,7,2,0,5,-1,0
43886,7,1,0,2,-1,0
43887,7,2,0,0,-1,0
43888,7,2,41,31,2,25000
43889,4,1,43,57,1,0
43890,5,2,41,48,2,0
43891,7,2,40,31,2,44000
43892,7,1,0,3,-1,0
43893,7,1,40,32,2,32000
43894,5,1,39,53,2,7640
43895,7,2,39,41,2,30000
43896,1,2,39,36,2,30000
43897,1,1,39,36,1,100000
43898,7,1,0,12,-1,0
43899,7,2,0,10,-1,0
43900,1,2,43,42,2,18000
43901,1,1,43,39,2,11000
43902,7,2,0,5,-1,0
43903,1,2,31,46,2,15000
43904,1,1,31,57,2,44000
43905,7,1,39,28,2,50000
43906,7,1,40,20,2,45000
43907,7,2,37,18,2,3000
43908,4,2,31,78,2,0
43909,5,1,40,53,2,29602
43910,7,2,42,28,2,30000
43911,7,1,39,30,2,2000
43912,7,1,0,0,-1,0
43913,7,1,0,5,-1,0
43914,4,2,39,85,2,0
43915,1,1,43,38,2,100000
43916,1,2,44,35,2,70000
43917,7,2,0,5,-1,0
43918,7,1,0,2,-1,0
43919,7,1,0,2,-1,0
43920,1,1,43,47,2,30000
43921,1,2,40,34,2,29000
43922,7,1,0,11,-1,0
43923,7,1,0,8,-1,0
43924,1,2,43,35,2,45000
43925,1,1,40,39,2,106000
43926,7,1,0,4,-1,0
43927,7,2,0,2,-1,0
43928,1,1,34,34,2,125000
43929,1,2,40,39,2,0
43930,7,1,0,13,-1,0
43931,1,2,40,53,2,7000
43932,1,1,45,54,2,229600
43933,5,2,39,72,2,17000
43934,7,2,42,31,2,35000
43935,7,1,0,12,-1,0
43936,7,2,0,10,-1,0
43937,7,1,0,5,-1,0
43938,7,1,0,1,-1,0
43939,7,1,39,33,2,45000
43940,7,2,39,54,2,400
43941,7,2,39,32,2,12000
43942,7,1,0,12,-1,0
43943,7,1,0,2,-1,0
43944,1,2,43,37,2,36000
43945,1,1,39,39,2,72000
43946,7,2,0,13,-1,0
43947,7,1,0,6,-1,0
43948,7,1,0,3,-1,0
43949,1,1,40,31,2,35000
43950,1,2,43,31,2,10000
43951,7,2,0,1,-1,0
43952,1,2,40,56,2,88000
43953,1,1,35,62,1,78000
43954,7,2,35,15,-1,950
43955,5,2,39,45,2,3000
43956,7,1,0,9,-1,0
43957,7,1,42,22,2,4000
43958,7,2,40,21,2,14000
43959,1,2,40,29,2,15000
43960,1,1,41,28,2,55000
43961,7,1,0,11,-1,0
43962,7,1,0,8,-1,0
43963,7,1,0,6,-1,0
43964,7,2,0,2,-1,0
43965,7,1,0,0,-1,0
43966,1,2,44,57,2,47000
43967,1,1,44,69,2,54000
43968,7,1,43,24,2,20000
43969,7,2,40,22,2,6240
43970,5,2,43,66,2,0
43971,7,2,46,53,2,183004
43972,1,1,43,27,1,54000
43973,1,2,43,24,2,38000
43974,7,1,43,31,2,70000
43975,7,1,44,74,2,0
43976,7,2,44,49,2,83000
43977,5,2,43,42,2,87000
43978,7,2,0,14,-1,0
43979,7,2,0,11,-1,0
43980,1,1,46,62,2,166000
43981,1,2,43,61,2,14000
43982,5,2,40,64,2,0
43983,1,1,39,85,1,0
43984,1,2,39,85,2,0
43985,5,2,39,75,2,0
43986,7,1,40,26,2,35000
43987,7,1,43,30,2,25000
43988,4,1,39,58,2,40000
43989,4,1,39,85,1,0
43990,5,1,43,73,1,0
43991,1,1,43,24,2,60000
43992,1,2,44,24,2,60000
43993,7,2,43,31,2,55000
43994,7,2,42,28,2,42000
43995,1,2,43,56,2,1000
43996,1,1,43,58,2,210000
43997,7,2,39,29,2,0
43998,7,1,39,65,2,0
43999,5,2,39,64,2,11818
44000,7,2,43,26,2,61000
44001,7,1,43,29,2,30000
44002,7,1,43,28,2,97000
44003,7,2,43,30,2,33000
44004,5,2,43,50,2,15000
44005,7,1,39,42,2,24000
44006,1,1,39,72,1,0
44007,1,2,46,70,1,0
44008,1,1,41,52,2,80000
44009,1,2,39,50,1,75175
44010,7,2,43,26,2,53000
44011,7,2,0,4,-1,0
44012,5,1,40,50,2,146000
44013,5,2,40,50,2,48000
44014,5,1,40,56,2,80000
44015,7,2,36,17,2,0
44016,5,2,41,46,2,61000
44017,1,2,46,42,2,150000
44018,1,1,43,40,2,87000
44019,7,2,0,10,-1,0
44020,7,2,0,8,-1,0
44021,7,2,0,5,-1,0
44022,7,2,43,57,2,56000
44023,6,1,40,53,2,17000
44024,5,2,46,72,2,62000
44025,7,1,43,28,2,34000
44026,7,1,43,31,2,30000
44027,7,1,44,30,2,43000
44028,7,1,40,21,2,0
44029,7,1,40,21,2,0
44030,7,1,40,21,2,0
44031,7,1,40,21,2,0
44032,7,1,40,20,2,3000
44033,7,1,40,20,2,2500
44034,1,2,43,72,1,0
44035,1,1,42,78,1,0
44036,1,1,40,33,-1,40000
44037,2,2,44,42,2,65000
44038,7,1,0,8,-1,0
44039,7,1,0,7,-1,0
44040,1,1,42,52,2,62000
44041,1,2,43,47,2,40000
44042,7,1,0,10,-1,0
44043,7,1,0,8,-1,0
44044,1,1,43,30,2,75000
44045,1,2,43,27,2,55000
44046,1,1,43,53,2,120000
44047,1,2,43,47,2,33001
44048,7,1,43,23,2,0
44049,7,1,40,18,2,0
44050,1,1,43,32,2,65000
44051,1,2,43,33,2,37000
44052,7,1,0,5,-1,0
44053,1,2,41,59,2,0
44054,1,1,44,66,2,20000
44055,7,2,37,18,2,0
44056,7,2,37,18,2,0
44057,1,2,39,32,2,40218
44058,1,1,40,37,1,39573
44059,7,1,0,6,-1,0
44060,1,2,44,39,2,70000
44061,1,1,39,41,2,55000
44062,7,2,0,9,-1,0
44063,7,1,0,7,-1,0
44064,1,1,39,39,2,33000
44065,1,2,42,42,2,35000
44066,7,2,0,8,-1,0
44067,7,2,43,25,2,60000
44068,7,1,43,25,2,63000
44069,1,1,45,51,1,150000
44070,1,2,44,52,2,180000
44071,7,2,43,23,2,0
44072,1,1,44,36,2,35000
44073,1,2,46,35,2,120000
44074,7,1,0,3,-1,0
44075,7,1,0,1,-1,0
44076,1,1,40,60,2,43500
44077,1,2,41,60,2,0
44078,4,1,40,63,2,24000
44079,5,2,34,49,2,0
44080,4,2,39,76,2,0
44081,5,1,39,52,2,12000
44082,1,2,43,36,2,52400
44083,1,1,42,41,2,70000
44084,7,1,0,11,-1,0
44085,7,2,0,8,-1,0
44086,1,2,39,55,2,30000
44087,1,1,40,55,2,35000
44088,7,2,34,15,-1,0
44089,7,1,40,35,2,40000
44090,7,2,0,1,-1,0
44091,7,2,42,28,2,0
44092,1,1,32,53,2,0
44093,1,2,39,61,2,0
44094,5,1,39,57,2,35000
44095,2,2,40,33,2,25000
44096,1,1,43,34,-1,90000
44097,7,1,0,13,-1,0
44098,7,1,0,10,-1,0
44099,1,1,39,59,2,46000
44100,1,2,39,60,2,27000
44101,3,2,39,80,2,0
44102,1,2,39,65,2,0
44103,1,1,40,68,1,160000
44104,1,1,44,47,1,75000
44105,1,2,43,45,2,90000
44106,7,2,36,17,2,0
44107,7,1,0,14,-1,0
44108,7,1,0,12,-1,0
44109,7,1,0,9,-1,0
44110,5,1,45,69,2,225000
44111,5,2,41,61,2,100000
44112,4,2,36,80,2,0
44113,5,1,41,70,2,14000
44114,7,2,36,31,2,14000
44115,7,1,0,13,-1,0
44116,7,2,0,10,-1,0
44117,7,1,0,7,-1,0
44118,7,2,0,6,-1,0
44119,7,1,40,29,2,19500
44120,1,2,43,51,2,50000
44121,1,1,43,52,2,48000
44122,7,1,36,17,2,0
44123,4,2,43,36,2,50000
44124,7,1,39,36,2,70000
44125,1,2,39,38,2,35000
44126,1,1,40,36,2,80000
44127,7,1,0,14,-1,0
44128,7,1,0,8,-1,0
44129,1,1,40,31,2,50000
44130,1,2,43,27,2,60000
44131,7,2,0,4,-1,0
44132,7,1,0,2,-1,0
44133,1,1,38,34,2,27000
44134,1,2,40,29,2,26000
44135,7,2,0,13,-1,0
44136,7,1,0,12,-1,0
44137,7,1,0,8,-1,0
44138,7,1,0,5,-1,0
44139,7,1,39,39,2,26000
44140,7,2,39,36,2,22500
44141,7,1,0,5,-1,0
44142,7,2,0,4,-1,0
44143,5,1,40,36,2,5500
44144,1,2,40,52,2,34000
44145,1,1,40,52,2,0
44146,7,1,39,20,2,23000
44147,1,2,44,55,2,81500
44148,1,1,43,55,2,63000
44149,7,1,40,19,2,14400
44150,7,1,39,20,2,0
44151,7,2,39,57,2,18000
44152,5,1,40,60,1,13000
44153,7,1,39,23,2,43000
44154,7,2,39,43,2,21000
44155,7,1,39,26,2,0
44156,7,1,39,21,2,0
44157,7,1,39,20,2,0
44158,7,1,39,24,2,15500
44159,4,2,39,85,2,0
44160,1,1,39,66,2,0
44161,1,2,41,58,2,6000
44162,5,2,39,60,2,0
44163,1,1,39,54,1,120000
44164,1,2,43,55,2,70000
44165,7,2,43,28,2,30000
44166,7,1,40,19,2,15000
44167,1,1,39,48,2,3000
44168,1,2,33,49,2,0
44169,7,2,39,25,2,33000
44170,7,2,39,21,2,18000
44171,7,2,37,17,2,0
44172,7,1,34,15,-1,0
44173,7,2,0,11,-1,0
44174,1,2,39,42,2,37000
44175,1,1,41,44,2,45000
44176,7,1,37,18,2,8000
44177,7,1,40,70,2,0
44178,7,1,39,69,1,0
44179,7,1,39,48,2,0
44180,7,1,40,43,2,0
44181,7,2,34,31,2,12001
44182,4,2,39,63,2,0
44183,5,2,41,64,2,0
44184,1,2,40,64,2,0
44185,1,1,39,67,2,0
44186,7,2,43,23,2,7000
44187,1,2,41,68,2,0
44188,1,1,41,71,2,0
44189,7,1,43,43,2,32000
44190,1,1,40,32,2,125000
44191,1,2,39,33,2,0
44192,7,1,42,34,2,100000
44193,7,2,39,19,2,0
44194,7,2,40,21,2,30000
44195,1,1,43,37,2,140000
44196,1,2,43,34,2,1248
44197,7,2,0,5,-1,0
44198,7,2,0,5,-1,0
44199,7,1,0,3,-1,0
44200,7,2,0,1,-1,0
44201,7,1,41,21,2,40000
44202,1,2,44,32,2,56000
44203,1,1,41,32,2,62000
44204,7,1,0,2,-1,0
44205,7,2,40,21,2,13500
44206,7,2,40,21,2,6000
44207,7,2,42,20,2,24000
44208,7,2,40,20,2,20000
44209,7,2,39,19,2,700
44210,7,2,39,20,2,2500
44211,7,2,39,20,2,14500
44212,7,2,39,19,2,40000
44213,1,1,43,32,2,50000
44214,1,2,37,25,2,38000
44215,7,2,0,3,-1,0
44216,7,2,40,39,2,43000
44217,5,1,40,43,2,56000
44218,1,2,43,34,2,39500
44219,1,1,43,38,2,65000
44220,7,1,0,6,-1,0
44221,7,1,0,2,-1,0
44222,5,2,43,47,2,50000
44223,7,2,0,13,-1,0
44224,1,1,44,43,2,33000
44225,1,2,45,35,2,200000
44226,7,1,0,11,-1,0
44227,7,1,0,5,-1,0
44228,1,1,39,34,1,57000
44229,1,2,39,32,1,45000
44230,7,1,0,8,-1,0
44231,7,2,0,0,-1,0
44232,1,1,46,53,2,15000
44233,1,2,43,52,2,150000
44234,7,1,37,18,2,20000
44235,7,1,0,14,-1,0
44236,7,1,0,14,-1,0
44237,1,2,43,53,2,0
44238,1,1,46,52,2,0
44239,1,1,45,70,2,50000
44240,1,2,43,68,2,0
44241,5,1,39,68,2,0
44242,1,1,43,74,1,0
44243,1,2,39,61,2,38000
44244,1,2,39,56,2,106000
44245,1,1,39,58,2,84000
44246,5,1,39,75,1,0
44247,1,1,40,30,2,95000
44248,1,2,39,33,2,0
44249,7,2,0,14,-1,0
44250,7,2,0,10,-1,0
44251,7,2,0,1,-1,0
44252,4,2,39,80,2,0
44253,1,2,39,57,2,0
44254,1,1,39,60,2,58000
44255,5,1,39,54,2,0
44256,1,2,40,66,2,35000
44257,1,1,40,65,2,120000
44258,1,1,43,32,2,35000
44259,1,2,44,26,2,82000
44260,1,1,39,41,2,40000
44261,1,2,43,36,2,40000
44262,1,1,42,59,2,120000
44263,1,2,43,57,2,0
44264,3,2,39,85,2,0
44265,1,1,39,70,2,52000
44266,1,2,42,68,2,25001
44267,7,2,0,0,-1,0
44268,4,1,39,80,1,0
44269,1,2,41,57,2,70002
44270,1,1,41,63,2,0
44271,1,2,43,48,2,60000
44272,1,1,43,47,2,45000
44273,7,2,36,17,2,0
44274,7,1,34,15,-1,0
44275,1,1,39,75,1,7000
44276,1,2,43,22,2,74000
44277,1,2,43,41,2,45000
44278,1,1,40,50,2,70000
44279,7,1,0,7,-1,0
44280,7,2,0,6,-1,0
44281,1,1,43,31,2,56000
44282,1,2,43,30,2,96000
44283,7,2,0,0,-1,0
44284,1,2,39,40,2,-9999
44285,1,1,39,40,2,109000
44286,7,2,0,6,-1,0
44287,7,2,0,5,-1,0
44288,1,2,40,42,2,52000
44289,1,1,41,36,2,6500
44290,7,1,0,11,-1,0
44291,1,1,39,39,2,31000
44292,1,2,42,37,2,20000
44293,7,2,0,14,-1,0
44294,7,2,0,3,-1,0
44295,5,2,42,74,2,13000
44296,6,1,41,45,2,85000
44297,7,2,32,23,2,0
44298,7,2,31,23,2,12000
44299,1,2,40,78,2,0
44300,1,1,44,79,2,0
44301,5,1,40,49,2,40000
44302,5,2,39,48,2,29000
44303,4,2,39,80,2,0
44304,5,1,39,41,2,0
44305,5,2,42,45,2,17000
44306,5,1,39,23,2,13050
44307,7,1,0,12,-1,0
44308,4,1,39,62,2,27000
44309,7,2,37,19,2,0
44310,5,2,39,41,2,0
44311,7,1,0,13,-1,0
44312,1,2,39,72,2,0
44313,1,1,41,73,2,0
44314,1,1,39,66,2,0
44315,1,2,39,63,2,20093
44316,5,1,39,66,2,1500
44317,4,2,44,53,2,60000
44318,1,2,40,41,2,0
44319,1,1,39,46,2,55002
44320,7,2,39,20,2,14000
44321,7,1,35,17,2,0
44322,7,2,0,8,-1,0
44323,7,1,0,6,-1,0
44324,7,1,39,21,2,3000
44325,1,2,40,75,2,0
44326,1,1,40,85,2,0
44327,5,2,43,54,2,8500
44328,7,2,36,15,-1,0
44329,7,1,39,25,2,31000
44330,5,2,43,75,2,0
44331,5,1,39,42,2,0
44332,1,1,39,75,1,0
44333,1,2,39,67,2,0
44334,5,1,40,65,2,0
44335,1,1,44,75,2,0
44336,1,2,43,57,2,19278
44337,5,1,40,32,2,250
44338,5,2,34,33,2,8000
44339,7,1,0,14,-1,0
44340,7,2,0,13,-1,0
44341,7,2,0,8,-1,0
44342,5,1,39,37,1,28380
44343,7,1,0,14,-1,0
44344,1,2,39,30,2,20000
44345,1,1,40,49,2,40000
44346,7,2,0,12,-1,0
44347,7,2,0,9,-1,0
44348,7,2,0,9,-1,0
44349,7,2,0,8,-1,0
44350,7,1,0,1,-1,0
44351,4,1,44,85,1,0
44352,7,1,39,28,2,24000
44353,1,2,43,47,2,70000
44354,1,1,43,48,2,68000
44355,7,1,39,23,2,0
44356,7,1,37,18,2,12300
44357,7,1,0,13,-1,0
44358,1,2,40,67,2,25000
44359,1,1,45,69,1,40000
44360,4,1,40,85,1,0
44361,1,2,41,55,2,5500
44362,1,1,38,70,2,0
44363,6,2,43,31,2,16500
44364,7,1,0,14,-1,0
44365,7,2,0,11,-1,0
44366,7,2,0,10,-1,0
44367,7,2,0,3,-1,0
44368,7,1,0,0,-1,0
44369,4,2,40,76,2,0
44370,1,1,39,72,1,0
44371,1,2,39,67,2,0
44372,1,1,39,62,2,39365
44373,1,2,39,59,2,0
44374,1,1,39,78,1,116000
44375,1,2,36,68,2,0
44376,5,1,39,41,2,40000
44377,7,2,35,17,2,0
44378,7,2,0,13,-1,0
44379,5,2,43,55,2,29500
44380,1,2,43,65,2,10850
44381,1,1,39,68,2,0
44382,4,2,37,80,2,0
44383,5,1,40,71,2,17000
44384,7,1,37,18,2,10000
44385,3,2,39,43,2,20000
44386,7,1,0,14,-1,0
44387,4,2,37,63,2,0
44388,1,1,43,29,2,40000
44389,1,2,43,27,2,33000
44390,7,1,0,3,-1,0
44391,5,2,41,69,2,0
44392,7,1,39,63,2,0
44393,4,2,39,74,2,0
44394,1,1,43,47,2,0
44395,1,2,45,48,2,200000
44396,7,1,0,14,-1,0
44397,7,1,0,12,-1,0
44398,7,2,0,10,-1,0
44399,7,2,0,8,-1,0
44400,1,1,42,63,1,0
44401,1,2,44,71,2,0
44402,1,2,35,39,2,6600
44403,1,1,34,41,2,9120
44404,7,2,38,19,2,39000
44405,7,2,37,17,2,0
44406,7,1,35,21,2,5000
44407,5,2,42,60,2,64000
44408,5,1,40,80,1,0
44409,4,2,41,79,2,0
44410,5,2,41,43,2,79062
44411,7,2,40,20,2,15517
44412,7,1,37,18,2,1000
44413,4,2,39,85,2,0
44414,1,2,40,39,2,16016
44415,1,1,40,40,2,16000
44416,7,1,39,20,2,0
44417,7,2,36,17,2,0
44418,7,1,0,14,-1,0
44419,7,1,0,11,-1,0
44420,7,2,0,7,-1,0
44421,7,2,39,38,2,13000
44422,7,1,35,17,2,0
44423,7,2,0,13,-1,0
44424,7,2,0,5,-1,0
44425,7,1,39,32,2,24000
44426,1,1,41,51,2,78000
44427,1,2,41,38,2,16016
44428,7,1,40,24,2,0
44429,7,1,40,19,2,1800
44430,7,1,0,12,-1,0
44431,7,1,0,6,-1,0
44432,1,1,42,47,2,70000
44433,1,2,43,49,2,39312
44434,7,1,39,19,2,10400
44435,7,2,36,16,-1,0
44436,3,2,39,24,2,23000
44437,7,2,0,4,-1,0
44438,1,2,44,79,2,0
44439,1,1,34,79,2,0
44440,4,2,39,63,2,0
44441,1,2,40,38,2,0
44442,1,1,39,36,2,46000
44443,1,1,43,53,2,60000
44444,1,2,43,51,2,100000
44445,5,1,39,60,2,27000
44446,1,2,41,58,2,0
44447,1,1,39,60,2,23000
44448,5,1,39,38,2,35000
44449,4,2,34,85,2,0
44450,4,2,39,45,2,35000
44451,7,1,35,15,-1,0
44452,4,2,43,66,2,4500
44453,1,1,36,80,1,0
44454,1,2,39,58,2,50000
44455,1,2,40,54,2,32000
44456,1,1,40,36,2,38000
44457,7,1,39,34,2,0
44458,7,1,35,30,2,0
44459,5,2,40,58,2,28000
44460,6,1,37,39,2,0
44461,7,2,34,16,-1,0
44462,7,2,0,11,-1,0
44463,7,1,0,4,-1,0
44464,7,1,41,43,2,40000
44465,7,1,39,29,2,24000
44466,7,2,39,20,2,19744
44467,5,2,39,48,2,40000
44468,1,2,39,66,2,26000
44469,1,1,39,69,1,0
44470,1,1,39,37,2,42400
44471,1,2,40,35,2,76000
44472,7,1,0,11,-1,0
44473,7,1,0,9,-1,0
44474,7,2,0,6,-1,0
44475,1,2,43,35,2,31200
44476,1,1,39,39,2,40001
44477,7,2,0,13,-1,0
44478,7,2,0,9,-1,0
44479,4,2,39,69,2,0
44480,4,2,39,66,2,0
44481,7,2,42,29,2,50639
44482,7,2,0,6,-1,0
44483,1,1,42,67,1,0
44484,1,2,40,65,2,0
44485,4,2,34,75,2,0
44486,7,2,31,74,2,0
44487,5,2,40,49,2,48000
44488,1,1,39,26,2,30000
44489,1,2,39,21,2,30000
44490,7,1,37,46,2,0
44491,5,1,39,62,2,0
44492,4,2,40,68,2,8000
44493,4,2,44,51,2,50000
44494,5,2,41,31,2,32328
44495,7,1,0,7,-1,0
44496,1,2,39,44,2,9000
44497,1,1,39,42,2,50000
44498,7,2,0,13,-1,0
44499,7,1,0,7,-1,0
44500,1,2,43,44,2,30000
44501,1,1,39,46,2,30000
44502,7,2,37,18,2,1575
44503,7,2,0,14,-1,0
44504,1,2,43,65,2,0
44505,1,1,40,78,1,0
44506,1,1,39,62,2,-7500
44507,1,2,39,61,2,38000
44508,4,2,41,85,2,0
44509,7,1,43,33,2,-4000
44510,5,2,39,74,2,0
44511,4,2,34,72,2,0
44512,7,1,41,23,2,32000
44513,7,2,39,22,2,25002
44514,4,2,43,79,2,5252
44515,4,2,39,80,2,0
44516,7,1,39,22,2,57502
44517,7,2,39,21,2,28082
44518,7,2,0,2,-1,0
44519,1,2,39,70,1,0
44520,1,1,39,73,1,8640
44521,5,2,39,44,2,32002
44522,7,1,0,14,-1,0
44523,7,1,39,18,2,0
44524,7,2,39,18,2,25002
44525,7,1,0,1,-1,0
44526,7,1,39,20,2,22882
44527,7,2,37,17,2,0
44528,5,2,39,64,2,22177
44529,4,2,39,65,2,0
44530,1,1,43,80,2,0
44531,1,2,43,78,2,0
44532,4,1,43,62,2,28002
44533,1,1,43,62,2,0
44534,1,2,44,61,2,31002
44535,1,1,35,53,2,0
44536,1,2,39,55,2,8302
44537,7,1,0,9,-1,0
44538,1,1,39,69,2,0
44539,1,2,39,67,2,0
44540,7,1,39,31,2,45002
44541,7,1,39,31,2,40002
44542,1,2,39,53,2,35002
44543,1,1,39,48,2,60002
44544,7,1,39,32,2,19002
44545,5,2,39,33,2,18000
44546,7,2,0,14,-1,0
44547,7,2,0,13,-1,0
44548,7,2,43,22,2,23002
44549,7,1,39,24,2,27002
44550,6,1,40,68,2,27000
44551,7,1,37,18,2,0
44552,7,2,31,44,2,0
44553,1,1,39,52,2,72000
44554,1,2,39,51,2,35000
44555,7,1,39,32,2,54927
44556,7,2,0,0,-1,0
44557,7,2,42,29,2,0
44558,7,1,40,29,2,110000
44559,7,2,42,23,2,28000
44560,1,1,39,50,2,26000
44561,1,2,39,55,2,0
44562,6,2,37,55,2,0
44563,7,1,42,66,2,0
44564,4,2,34,85,2,0
44565,1,1,39,75,1,0
44566,1,2,39,73,2,0
44567,1,1,39,64,2,0
44568,1,2,39,60,2,0
44569,5,1,40,57,1,0
44570,1,2,39,47,2,60000
44571,1,1,39,54,2,29440
44572,7,2,39,22,2,19744
44573,5,1,38,44,2,52000
44574,4,2,40,60,2,35000
44575,7,1,39,33,2,0
44576,7,1,39,27,2,52000
44577,7,1,0,3,-1,0
44578,7,2,39,24,2,15000
44579,4,2,38,77,2,0
44580,1,1,40,85,1,8700
44581,1,2,40,85,2,0
44582,5,1,37,38,2,25000
44583,7,2,0,9,-1,0
44584,5,1,36,65,2,0
44585,5,2,40,54,2,18400
44586,1,1,39,56,2,68000
44587,1,2,39,62,2,0
44588,7,1,40,37,2,35000
44589,1,1,39,52,2,60000
44590,1,2,39,52,2,32000
44591,1,1,37,39,2,14000
44592,1,2,40,35,2,0
44593,7,2,0,12,-1,0
44594,7,1,0,8,-1,0
44595,7,1,0,2,-1,0
44596,1,1,35,63,2,0
44597,1,2,35,68,2,0
44598,1,1,39,75,1,0
44599,1,2,39,71,2,0
44600,7,1,39,52,2,0
44601,1,1,35,56,2,0
44602,1,2,37,55,2,2400
44603,5,2,39,35,2,0
44604,6,2,39,29,2,0
44605,7,2,0,13,-1,0
44606,7,2,0,12,-1,0
44607,7,1,0,8,-1,0
44608,1,1,39,58,2,0
44609,1,2,40,47,2,26000
44610,7,2,39,20,2,0
44611,5,2,43,52,2,27000
44612,1,2,41,33,2,2000
44613,1,1,39,31,2,35000
44614,7,1,0,11,-1,0
44615,7,2,0,5,-1,0
44616,7,1,0,4,-1,0
44617,7,2,36,41,2,53000
44618,7,1,36,15,-1,0
44619,5,1,39,52,2,41000
44620,6,2,39,37,2,0
44621,1,1,39,47,1,40000
44622,1,2,39,45,2,38000
44623,7,1,0,5,-1,0
44624,1,2,40,31,2,15000
44625,1,1,39,36,2,37000
44626,7,1,0,10,-1,0
44627,7,1,0,7,-1,0
44628,5,2,39,80,2,0
44629,7,1,36,17,2,0
44630,1,1,42,56,-1,126000
44631,2,2,40,59,2,0
44632,7,1,0,9,-1,0
44633,7,1,0,5,-1,0
44634,1,1,40,53,2,110000
44635,1,2,40,51,2,175000
44636,7,1,40,33,2,3000
44637,1,1,42,80,1,0
44638,1,2,39,72,2,0
44639,5,2,43,70,2,25000
44640,5,1,39,80,2,0
44641,4,1,43,76,1,0
44642,7,1,39,52,2,0
44643,5,2,41,63,2,26000
44644,1,1,39,53,2,56000
44645,1,2,43,54,2,68000
44646,7,1,43,21,2,0
44647,7,2,36,18,2,0
44648,7,2,0,14,-1,0
44649,1,1,40,71,2,0
44650,1,2,39,50,2,32000
44651,7,2,0,7,-1,0
44652,7,2,0,4,-1,0
44653,7,2,0,4,-1,0
44654,4,2,39,58,2,7726
44655,5,1,39,37,2,38000
44656,1,1,40,52,2,126000
44657,1,2,42,54,2,30000
44658,1,2,42,44,2,33280
44659,1,1,39,48,2,46000
44660,7,2,35,15,-1,0
44661,7,1,0,14,-1,0
44662,7,2,0,12,-1,0
44663,7,2,0,9,-1,0
44664,1,1,39,65,2,0
44665,1,2,44,63,2,0
44666,1,1,42,64,1,0
44667,1,2,38,80,2,2145
44668,1,1,39,85,1,0
44669,1,2,40,85,2,0
44670,1,2,39,78,2,0
44671,1,1,39,80,1,0
44672,1,1,39,67,2,0
44673,1,2,40,68,2,31730
44674,1,1,39,77,1,0
44675,1,2,39,71,2,0
44676,5,2,40,67,2,0
44677,1,1,42,36,2,56000
44678,1,2,43,36,2,44000
44679,7,1,34,15,-1,0
44680,7,1,0,13,-1,0
44681,1,1,42,75,1,0
44682,1,2,39,76,2,0
44683,1,1,40,64,1,0
44684,1,2,40,64,2,0
44685,4,2,43,57,2,11824
44686,5,1,41,55,1,13000
44687,5,2,42,57,1,0
44688,1,2,40,62,2,0
44689,1,1,40,59,2,10000
44690,5,1,38,64,2,0
44691,5,2,44,70,2,0
44692,4,2,40,61,2,25000
44693,7,1,40,57,2,25000
44694,4,2,42,63,1,0
44695,7,1,0,14,-1,0
44696,5,2,40,63,2,9000
44697,5,2,39,57,2,0
44698,7,2,39,29,2,18000
44699,7,1,0,10,-1,0
44700,7,2,0,10,-1,0
44701,5,1,39,63,2,0
44702,5,2,42,66,2,48000
44703,1,2,40,59,2,34000
44704,1,1,43,58,2,45000
44705,5,2,42,65,2,0
44706,7,2,43,36,2,0
44707,4,2,43,80,2,13000
44708,7,1,40,16,-1,7600
44709,1,2,42,26,2,18000
44710,1,1,43,26,2,37200
